label,message,,,
spam,"Mobile Office  AIRTEL LIVE & MMS settings have been successfully delivered on your phone! Now you can access Airtel Live by long pressing '0' key on Nokia. On other Phones launch Internet Browser and select Airtel Live (or goto http://live.airtelworld.com)  You pay no activation  rental or browsing charges for Airtel Live. You only pay if you Download Content  or Send MMS.
",,,
spam,"oney4every needz Business Loan OverDraft Construction Loan:Bawana/Narela Home Loan MONEY MATTERS 65656666 981174999
",,,
ham,"I m msng u a lot...muaah:-* :-*....aaj miley ni na. Mein addicted sun ri toh aur jada aa ri h...
",,,
ham,"In between if u get ne break talk to me
",,,
spam,"NO EMI TILL POSSESSION. Today group on Noida Exprsway offer once upon life time offer 2BR-930sft-Rs15, 046pm Sample appt ready 5min from Amity 9999975317
",,,
ham,"I m @ bh3 entrance!
",,,
spam,"Maintain Balance of Rs21 or more & Get 8% additional talktime instantly on recharge of 30,50,75,100,111,222,333.Hurry Limited Offer.T&C Apply.
",,,
ham,"I kno. I chose 2 tell u tht.
",,,
spam,R/R recommends: LOGIX BLOSSOM GREENS.*2/3/4BHk Apts.*Sec143 on Noida X-way & FNG.*Possession in 18 mnths.*Starting BSP@22.21L on DP.For booking sms REN to 53456,,,
ham,"Indira nagar
",,,
spam,"Milestone Man!,Which player holds the record of winning the most number of ATP World Tour Finals?
1) Pete Sampras
2) Roger Federer
3) Ivan Lendl
^1/ 2/ 3
Reply within 24 hrs to get a video FREE from Blyk on Aircel.",,,
ham,"i called again coz i got dc the first time. :/
",,,
ham,"I have always been very afraid of losing people i cherish so much.. But at times i keep on asking myself is dere ne1 who'll b afraid of losing me also??
",,,
ham,"INDIAN :- sir PAKISTAN se 16 inch k Condom ka order mila hai. MANAGER:-Ye kamine hume jaleel krna chahte hai, Order tayar kro aur likh doSMALL SIZE 
",,,
ham,"In mrng around 12pm. 
",,,
ham,"i have 46 vodafone minutes left. if you think you can get the recharge, let me know. otherwise inform me if you want me to get the recharge.
",,,
spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9311-970-970,,,
ham,"If an Egg is brokn by an OUTSIDE force-a LIFE ENDs.?If n egg breaks 4m WITHIN?-A LIFE BEGINS.?  GREAT things always begn frm WITHIN.?So alwayz trust ur heart. 
",,,
ham,"if mutually feasible then fine...
",,,
ham,"I knw i m distrbng u again n again stil i wud say plz dnt spoil ur lyf... Plz...
",,,
spam,"oday is your Due Date for your Tata Indicom Broadband bill for APR. Kindly pay 881.3 to avoid interruption in services.Please ignore if paid
",,,
spam,"More value for money with STD Pack Rs 14! Get Rs 17 STD Talktime and talk across India. Valid for 1 day.
",,,
spam,"Feeling Low?,Do you feel you lack confidence in yourself? ^Yes/No
Reply to get tips on how to build your self-esteem.",,,
spam,"ONLINE INTERNET JOBS ARE AVAILABLE. YOU CAN EARN UPTO 30000/-. WORK JUST 1-2 HOURS DAILY. SPECIAL OFFER IF YOU APPLY TODAY. PLEASE VISIT: www.NetJobsGuide.com
",,,
spam,"With airtel 3G watch over 90 TV channels across Entertainment, Sports, Music, News on your phone- http://apalyaps15.com/tv/TV.jsp .To activate 3G, SMS 3G to 121",,,
ham,"If P+J is knwn as poor joke. wht will u call P+iJ? Ans:Complex poor joke Ab aap sochoge is par hasi kyu nhi aayi? Arey,Joke waala part to imaginary hai..;-)
",,,
ham,"i was hoping to wake up a little bit on time today. but couldn't because of all the calls i kept receiving all morning. anyways, tc.
",,,
ham,"I said nah if i do then 6..
",,,
ham,"I hope nw u bth met n talk. So thngs r clear btwn u bth
",,,
ham,"I didn't send u anythin now. 
",,,
ham,"I m thnkng ki subh subh kahin jaun jisse ki mood lyt ho sake..., 6 bje akshardham chalega?
",,,
ham,"I dnt hv it.. 
",,,
spam,"ndependent Floor from RPS-Sec 88 Greater Faridabad-1400to1800Sqft-Rs.27.45to34.45Lacs-Bkg Amt 3 Lacs-Gated Comunty/Free Parking/Pool/Club-Call39881010/Reply R
",,,
spam,"Need Bulk SMS @ 7 Paisa/SMS for 1 Lakh. Short Code @ 14000 INR, Business Website @ 5555 INR for 10 Pages, 50 Email Ids free,  Listing in GOOGLE.Sandeep 9911166363
",,,
ham,"i called again jus nw. he din pick up. nw wot? :S
",,,
ham,"Yr tune controller kisko diya tha? 
",,,
spam,"What kind of a person are you? 1) I love telling stories 2) I'm a perfectionist 3) I'd rather stay home with a good book than party ^1/ 2/ 3
",,,
ham,"I guess lil bit my fault, i started toking abt things u don like toking abt, for lack of betr conversation piece. Sry. :) n yea u don need 2 call bck 4 dis msg. I undrstnd. :)
",,,
ham,"Who is gssh? N y hav u reinforced dis person 4m my a/c?
",,,
spam,"NOIDA BEST PROPERTY ON SALE, Buy ur DREAM HOME at Noida Ext Earth Town, 2 BHK @ 17.45 lacs onwards.BEST LOCATION at BEST PRICE, Send YES or CALL at 9899315927
",,,
spam,"Never Cum Back Comercial Investmnt Oportunity on Sohna Road. Avlb at Incredible Low Rate of 23.5 Lac Onwrds. Min Size 550 sq.ft. Rates Revising Soon. 991002086
",,,
ham,"I Got a gift 4 u! No cost! No batteries required! Tax free, Performs silently, extremely personal! Fully returnable n transferable ! Its a HUG xclusively for U!!''
",,,
spam,"P Greens Prsnts KnightCourtSuperLuxry Golfview apts in Wishtown Sec128 Noida2/3/4bhk Apts &4/5bhk Penthouse @4790sqft(dp)LMITED EDITIONSMS ISP to 5607
",,,
spam,"Matches are made in heaven we are the gate way for that visit www.ghmatrimony.com reg free  an ISO9001:2008 CO, GOLDENHANDS MATRIMONY
",,,
spam,"What were you in your past life?, find out your inside past. SMS Past to 55352. ex: SMS as Past 15/08/1975 to 55352. Rs.3/SMS
",,,
ham,"In English- Gd 9t. In Deshi- Subhratri. In Urdu- Sabbakhair. In Telgu- Pandankopo. Apun ka style chal ludhak le
",,,
spam,"Swayamvara By David Hair,‘Swayamvara’ (The Return of Ravana Book 2) by David Hair is a story of reincarnation, two swayamvaras, 800 years apart, that sees four lives knotted forever & one rigid force, Ravana reborn. 
In Return of Ravana series, the action oscillates from the floodlit studios of Mumbai to the glittering Rajput courts, while Vikram-Chand & his friends battle an age-old rival whose power is growing like never before.
Publisher: Penguin Young Adult
To Buy: http://bit.ly/kmGTjD",,,
spam,Our National Anthem is Nominated for 2010 oscar.Cast ur vote at oscar10.comAs an Indian its our duty.Do 4wrd it Now...,,,
spam,"Now you can transfer your account balance to your dear one when in need just dial *122*166# starting Rs5 to Rs100 in a day.T&Capply.Hurry
",,,
ham,"I may be inocent 2 know what friendship is, I may not carry it the way you all deserve it. But i always promise to maintain friendship d way i understnd it..
",,,
spam,Rango Ka Tyohar Holi ka Hota Hai .Janiye Es Bar ki Holi Aapke liye kya sandesh Lekar Aayi hai dial 53300.Rs 6/m Reliance,,,
spam,"One call can change your life.Weight loss & gain 5 to 25 kg no side effect, 100% ayurvedic product with money back guarantee.CALL-9871993238,9871965149
",,,
spam,"More Than Full Talktime. Recharge Rs222 & get TalkTime of Rs230 with Unlimited validity.Recharge Now & Stay Connected with AIRCEL.Limited Period Offer.
",,,
spam,JOINING BONUS 6000 SAL UPTO 18K+INC INSURANCE/US PROCESS NOIDA TOP BPO UG/DROP OUT WELCOME EASY & MASSIVE HIRING PLUS DAYSHIFY AVAILABLE SHYNA/9540096662,,,
spam,"ook Cheapest Air tickets Book Hotels in India All India Holiday Packages For Best Deals visit : www.MantraTravels.co
",,,
spam,"Mobile pe ab dekhe hot videos, Spicy Bollywood Gossip, Latest News, IPL Match aur bhi bahut kuch.Abhi Video Call karein 58888 pe at Rs 2/min.
",,,
ham,"I am in room.
",,,
spam,"nterested to keep your Nokia secure from theft? You can with F-Secure Mobile Security. Download free trial: http://store.ovi.com/publisher/F-Secure/?cid=f
",,,
spam,"OIDA BEST PROPERTY ON SALEBuy ur DREAM HOME at Noida FNG Expressway Earth Town @ 17.45 lacs.BEST LOCATION at BEST PRICE. Send YES or CALL at 995898448
",,,
ham,"I dont have balance so ll take two days to recharge it-Sent via WAY2SMS.COM
",,,
spam,"Master of Science Technology Programs from Manipal University for Working Professionals. Weekend Classes. Jan 2012 Batch. For Details sms MU to 56070.
",,,
spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9310-130-729,,,
ham,"Is da buk done
",,,
spam,"What were you in your past life?, find out your inside past. SMS Past to 55352. ex: SMS as Past 15/08/1975 to 55352. Rs.2/SMS
",,,
spam,"MCSE,  CCNA,  CCNP,  Linux,  Lotus Domino,  Sun Solaris,  others Quality training available with moneyback guarantee*. Ph:011-41646262,  24641080 www.netlabsits.com
",,,
spam,"Make this Diwali special with Free apps.,  Games,  Ringtones & more for your handset. Nokia Khareedo Now Ya Pachhtaao offer. Visit www.meranokia.com/diwali
",,,
ham,"In life LOVE is never planned nor does it happen for a reason. But when LOVE is real, It becomes your PLAN for life and your reason for living...:)
",,,
ham,"indgi Me 2Logo Ka Bahut Khyal Rakhna: 1) Jisne Tumhari JEET Ke Liye Sab Kuch Haara Ho... 2) Jisne Khud Ko Haar Kar TUMHE Jeeta Ho...
",,,
ham,"If ppl ask u y u dint cum 4 d presntatn jst say that u wernt prepard 4 d presntatn.v'll say v had no idea abt our proper methodology n goals.n say v realizd tis in d mrng b4 leaving 4 colg.v totaly suck man!!
",,,
spam,"Bizarre!,What do you think this is? (Refer to the picture)
1)TV
2) Mobile Phone
3) Computer
^1/2/3
Reply within 24hrs to know more about this bizarre gadget.
",,,
ham,"i'm pissed off...
",,,
ham,"i want 'us' time... miss being with you...
",,,
ham,"Why do girls rub their eyes when they get up in the morning?...'coz they don't have balls to scratch!
",,,
spam,REE Gift for members only! Get FREE BENETTON WRIST WATCH MRP2600.Only pay Rs499 handling charges on delivery.To claim sms TWCH to 53636.TnC appl,,,
spam,"New project G.T.M Greens luxury app- Sonepat(delhi NCR)ass-& supp-by DHFL  price:1529/-sq.ft, area 2bhk-1250, 3bhk-1650sq.ft,9958044450
",,,
spam,Repairs Car Scratches Like Magic for any color car!Make your car shine again. As Seen on TV.MRP 2400/- Offer price 990/- only. sms ANAND 53 to 5757576,,,
spam,RICKET&CRICKET. Dial *567*877# and get updates for all INDIA & international matches. Pay only for match days. Rs5/day for oneday&T20 and Rs3/Test match da,,,
ham,"Yr yehi msg aaya tha, fwd kr dia 
",,,
ham,"I blow a wish of gentle morning , a successful day 2 a peace ful evening. I wish nothing but the best 4 u & pray GOD guides u in all u do...
",,,
ham,"I m rdy.so nice na subah subah...othrs r sleeping...nd mein thande pani se nhali toh khanse ja ri hun...
",,,
spam,"Original Booking of Shops in Dharuhera within a Reputed Residential Project.Only 14 shops to cater 1500 flats.Price Just Rs.25 lacs.Call 9873856608.
",,,
spam,r.NOIDA gets a new EDGE. Spire presnts SPIRETEC *12% Assured Return + 3 Yr Rental *Avail Special Inaugral Offer@11.4 Lacs Sms ICC to 5499,,,
ham,"ife:Kal rat tum nind me muje galiya de rahe the. Husband:Tumhe galat fehmi hui h. Wife:Kaisi galat fehmi? Husband:Yehi ki mai nind me tha
",,,
ham,"I knw u would b angry wid me dis time 4 cmplaining so much,being nt at all undrstandng n a vry bad partnr. I am vry sholly jaanu.. :-(
",,,
ham,"I know chotu wat de see means and wat u meant . But i thought chotu can not use phrases so tats wy asked . 
",,,
spam,"NSE Buy JIKINDS(511618) at 16.60 sl 15 target 25 & 29 BUY IN BUNCH COMPANY TAKE OVER NEW 5 finance company buy and Make SURE Profit.www.focusinvestment.i
",,,
ham,"If u hav 2 keep hurting me d way u r (n showing me such cold attitude,i dono y)...den m betr off dealing wid nt having u in my life dan having u lyk dis. N plz don call bck nw. I don think u need 2 hav d last word wid sum1 uv alredy hurt so mch.
",,,
spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9310-920-920,,,
ham,"Intern? 
",,,
spam,"ORIGINAL BOOKING 12% ASSURED RETURN IN SPIREEDGE- OFFICE SPACE IN IMT MANESAR.RATE 6000/SQFT.NEW FACILITIES.BEST INVESTMENT.CONTACT 9810597314/991141110
",,,
spam,"Mobile Gaming,This football game needs fast fingers, not feet to play! Are you ready?
^Yes/No
Replies to Blyk on Aircel are always free.",,,
spam,"Now watch live coverage of the ICC CRICKET WORLD CUP 2011 from ESPN STAR Sports on WWW.ESPNSTAR.COM/CWCLIVE Coverage starts from 2 pm 19th February
",,,
ham,"in class :*
",,,
spam,"Meet world famous Footwear designer Jimmy Choo in Mumbai/Delhi this month! Limited seats available. For registration visit www.edwiseinternational.com
",,,
ham,"Iiit mail pe aa...
",,,
spam,"Now GET RID OFF -Cockroach -Termite -Bedbug -Rats -Any Pest 4Best DEALS in PestControlServices/ Chemical/Herbal/Odorless DIAL-N-ASK 011-62222222
",,,
spam,L3 Level hiring in TOP Noida Bpo with 18k inhand sal+inc+US insurance C.service.Call us as limited seats available.Uk & Dayshift also available.Sonam/9871389382,,,
spam,"Win a HONG KONG TRIP only at Blue Hyundai during Free Car Care Clinic Campaign. Watch India vs South Africa match on big screen while your car gets servi
",,,
spam,"Join Appin Job Oriented Program in hitech areas of Hacking, Robotics, Java, .Net and get placed in top MNCS.Reg.now.Call/SMS:9717470565",,,
ham,"I knw..its bettr wid jus us!! Ll cal u kal din mei to cnfrm..lez c wts d scene at home..
",,,
ham,"i'm not able to call you! :( i've so many times. and your landline is busy. :(
",,,
ham,"I got ur msg nw abt rdbms sylb. Bt i dont know coz i dont hv nething wid me right nw, everything in hstl 
",,,
ham,"I wish u a happy n prosperus diwali darpan 
",,,
ham,"I m fine but suffering from typhoid.my stream is .net and locatn is lucknow as it is close to my home vanaras.i have to join there on 18 april.where r u and how is traning going on
",,,
ham,"I m asking something about me.1-What is best in me?2-What is bad in me?3-what u hav saved my name in ur cell?4-I m ur?5-I m just like a?6-What u wish for
",,,
spam,"OMG!,Mosquitoes love stinky feet!
1) True
2) False
^1/2
Reply within 24hrs to know an interesting mosquito fact.",,,
ham,"I hope maybe someday in future, when its raining outside and you are sitting near a window, deep in thought,a memory about the time we shared together drifts through your mind and a beautiful tear falls down from your eyes, you smile thinking about me. And believe me, that day i will be the happiest person on earth not because i made you smile but because i was worth your tears.Pass dis 2ur friends whom u nvr wanna lose... 
",,,
spam,"Ready, Dum MaroDum aur nayi movies ke songs sune apne mobile pe MTNL MUSIC STATION par.Dial karen 55000(TOLL FREE). Subcribe kare sirf Rs30/Month.",,,
ham,"If u arrange these letters u'll get the following:- *Dormitory = Dirty-room *Astronomer = Moonstarer *The eyes = They see *A Decimal Point = I'm a dot in place *Eleven plus two =Twelve  plus one *Princess Diana = End is a car spin... n some say whats in name? Lol 
",,,
ham,"If alka Is A Word In d Dictionary Of ur Life.. Wat Wuld B Its Meaning??? Reply B4 u Edit n Forward it 2 Others...Reply fast, m waiting...gm:) 
",,,
ham,"I had very bad valentine's day. I expected more from this company and city. Nothin was there . We had as usual day . 
",,,
spam,"Temple Of Orchids!,Want to know more about this unexplored destination?
^Yes/No
All your interactions with Blyk on Aircel are free.
",,,
spam,pne maujooda call rate ke saath payein ISD offer! Rs41 ke recharge par USA aur Canada call karein Rs2.5/min mein 30din ke liye. ISD tariff 24 ghante baad lago,,,
spam,"mtd Edition!JP Kensington Blvrd@sec-131 Noida xway.Combo of world class amnties& exclnt connectivity.1/2/3/4 BHKApts starting 16.20 Lac on DP sms BOP to 5667
",,,
spam,"RC31 STD Pack now comes with all STD calls@ 40p per min with Rs 11 Talktime. Tariff Validity 30days,  Talktime Validty 3days.",,,
ham,"I want u 2 take dadi n baba's review on me wen u go home. :)
",,,
spam,"Eco-Friendly,Would you like to save the environment?
^Yes / No
Reply within 24hrs to know how to buy wooden products, which do not affect the forest.
",,,
ham,"ID pj daya ke dar se khuni ne darwaza khula hi chodh diya par daya bhi chalak tha darwaza band kiya aur tod diy
",,,
ham,"Is dere ny bag of urs in hstl rum which is spare? 
",,,
spam,"Residential plot allotment in New Moradabad Nearby Holiday Regency 5* Hotal, plots size 90,112,162,200,300,351,400sq.mtr, rate 5000@sq.mtr call on 9540953305",,,
ham,"If all indians start studying den all get gud marks, But jobs r limited, more Unmploymnt, more youth suicides, more Crime SAVE INDIA. STOP STUDYING. JAI HIND... 
",,,
